date,high,low,open,close,volume
2019-09-17 10:00:00,300.3600,299.8200,299.9400,300.1500,5503590
2019-09-16 16:00:00,300.2250,299.9800,300.0800,300.1600,6589480
2019-09-16 15:30:00,300.4100,300.0700,300.2400,300.0789,4578514
2019-09-16 15:00:00,300.2900,300.1050,300.2800,300.2400,2494384
2019-09-16 14:30:00,300.3700,300.0600,300.2600,300.2800,3335296
2019-09-16 14:00:00,300.2650,300.0050,300.0800,300.2600,2369546
2019-09-16 13:30:00,300.1400,299.8550,299.8950,300.0900,2559858
2019-09-16 13:00:00,300.0000,299.6300,299.8200,299.8900,5815345
2019-09-16 12:30:00,299.8800,299.4800,299.5300,299.8100,2637991
2019-09-16 12:00:00,300.3600,299.5300,300.3500,299.5300,3404592
2019-09-16 11:30:00,300.5200,299.9650,300.0250,300.3600,2764700
2019-09-16 11:00:00,300.1700,299.8400,300.1000,300.0000,2653281
2019-09-16 10:30:00,300.6500,300.0700,300.5000,300.0900,2826835
2019-09-16 10:00:00,300.5400,299.7400,299.8400,300.5100,5635819
2019-09-13 16:00:00,301.2600,300.9500,300.9800,301.0500,8676514
2019-09-13 15:30:00,301.5299,300.9593,301.2508,300.9971,3106301
2019-09-13 15:00:00,301.3200,301.1350,301.2200,301.2300,1372985
2019-09-13 14:30:00,301.3700,301.1000,301.1436,301.2100,3058679
2019-09-13 14:00:00,301.5000,301.0400,301.4700,301.1400,4661383
2019-09-13 13:30:00,301.6000,301.3250,301.3900,301.4700,2278315
2019-09-13 13:00:00,301.5350,301.3150,301.3900,301.4000,1808691
2019-09-13 12:30:00,301.8300,301.3600,301.5700,301.3900,5330827
2019-09-13 12:00:00,301.7800,301.5500,301.7100,301.5700,4621878
2019-09-13 11:30:00,302.1700,301.5500,301.8400,301.7100,4676289
2019-09-13 11:00:00,301.9100,301.5940,301.7900,301.8400,3785293
2019-09-13 10:30:00,301.8800,301.3000,301.6596,301.7896,3797128
2019-09-13 10:00:00,301.9550,301.4810,301.7800,301.6800,7047690
2019-09-12 16:00:00,302.0250,301.2700,301.9100,301.2700,8633945
2019-09-12 15:30:00,302.2000,301.8800,302.1500,301.9000,3544911
2019-09-12 15:00:00,302.3100,301.9700,302.0300,302.1500,2497135
2019-09-12 14:30:00,302.2300,301.8700,302.1900,302.0300,4505820
2019-09-12 14:00:00,302.3550,302.0700,302.0700,302.1800,2415751
2019-09-12 13:30:00,302.3500,301.9900,302.0500,302.0700,3707496
2019-09-12 13:00:00,302.0650,301.7400,301.7400,302.0500,2206499
2019-09-12 12:30:00,301.8000,301.4620,301.7900,301.7400,2883563
2019-09-12 12:00:00,301.7900,301.4100,301.4900,301.7900,2984012
2019-09-12 11:30:00,301.5400,300.6800,300.8400,301.4800,4062582
2019-09-12 11:00:00,302.0600,300.7400,302.0200,300.8400,9120919
2019-09-12 10:30:00,302.1280,300.6800,300.9100,302.0000,9777610
2019-09-12 10:00:00,301.6000,300.4800,301.2500,300.8900,11629108
2019-09-11 16:00:00,300.2900,299.6300,299.6900,300.0200,9493739
2019-09-11 15:30:00,299.7700,299.4400,299.4500,299.6900,2996466
2019-09-11 15:00:00,299.5200,299.3450,299.5000,299.4600,1968207
2019-09-11 14:30:00,299.6300,299.4750,299.5900,299.4908,3077624
2019-09-11 14:00:00,299.8400,299.5400,299.7300,299.6000,2859254
2019-09-11 13:30:00,299.9100,299.6700,299.7250,299.7300,3448719
2019-09-11 13:00:00,299.7800,299.4900,299.4900,299.7200,4008061
2019-09-11 12:30:00,299.7100,299.4300,299.4300,299.4900,3813607
2019-09-11 12:00:00,299.4400,299.0600,299.0600,299.4300,3493428
2019-09-11 11:30:00,299.1600,298.9300,299.0700,299.0500,3737385
2019-09-11 11:00:00,299.0800,298.8300,298.9600,299.0600,3764034
2019-09-11 10:30:00,298.9700,298.5300,298.5800,298.9100,4040273
2019-09-11 10:00:00,298.8700,297.9000,298.4000,298.5700,6283970
2019-09-10 16:00:00,298.2200,296.8300,296.8500,298.2000,7117899
2019-09-10 15:30:00,296.9700,296.6800,296.7900,296.8450,2742120
2019-09-10 15:00:00,296.9700,296.5300,296.7600,296.8000,2145206
2019-09-10 14:30:00,297.2400,296.7450,297.1600,296.7600,1870364
2019-09-10 14:00:00,297.4900,297.1650,297.1700,297.1700,1310971
2019-09-10 13:30:00,297.6600,296.9400,297.6000,297.1800,2022416
2019-09-10 13:00:00,297.7430,297.3250,297.4300,297.6100,3166217
2019-09-10 12:30:00,297.5600,296.4600,296.9219,297.4319,3324254
2019-09-10 12:00:00,297.1700,296.1500,296.1900,296.9100,5573952
2019-09-10 11:30:00,296.5600,296.1400,296.2400,296.1900,2777971
2019-09-10 11:00:00,296.7800,296.1900,296.7300,296.2400,3771598
2019-09-10 10:30:00,297.0487,296.2580,296.3296,296.7496,5567457
2019-09-10 10:00:00,297.4400,296.0700,297.3600,296.3300,10312182
2019-09-09 16:00:00,298.1800,297.8400,297.9700,298.1400,7453950
2019-09-09 15:30:00,298.1000,297.5700,297.6000,297.9700,3754339
2019-09-09 15:00:00,297.7500,297.4600,297.4900,297.6100,2789721
2019-09-09 14:30:00,297.8970,297.5000,297.8001,297.5000,2046287
2019-09-09 14:00:00,297.8800,297.4200,297.6000,297.8000,2499013
2019-09-09 13:30:00,297.9700,297.5900,297.9200,297.6000,1553444
2019-09-09 13:00:00,297.9300,297.2600,297.7400,297.9300,4451492
2019-09-09 12:30:00,298.5200,297.7200,298.5200,297.7500,4258162
2019-09-09 12:00:00,298.7200,298.4300,298.6800,298.5200,2893265
2019-09-09 11:30:00,298.8800,298.6400,298.8500,298.6900,2860554
2019-09-09 11:00:00,298.8600,298.6200,298.6900,298.8400,2382039
2019-09-09 10:30:00,298.7400,298.3200,298.3200,298.6800,3542257
2019-09-09 10:00:00,299.2600,298.3200,299.1400,298.3200,5479357
2019-09-06 16:00:00,298.7000,297.9150,298.5900,298.0800,8811738
2019-09-06 15:30:00,298.5900,298.3300,298.4100,298.5900,3216340
2019-09-06 15:00:00,298.5500,298.3300,298.5300,298.4100,1920378
2019-09-06 14:30:00,298.6500,298.4300,298.6300,298.5250,2173956
2019-09-06 14:00:00,298.7200,298.5300,298.6200,298.6300,1749380
2019-09-06 13:30:00,298.6500,298.1800,298.2100,298.6300,2213695
2019-09-06 13:00:00,298.4100,297.7900,298.3700,298.2100,2953501
2019-09-06 12:30:00,298.4200,298.1800,298.2250,298.3600,2327384
2019-09-06 12:00:00,298.4250,298.1300,298.3900,298.2200,2017507
2019-09-06 11:30:00,298.4900,298.3000,298.4300,298.3900,1672547
2019-09-06 11:00:00,298.5700,298.2400,298.4200,298.4200,2346109
2019-09-06 10:30:00,298.4200,297.7400,297.9500,298.4100,3388434
2019-09-06 10:00:00,298.2000,297.5100,298.1700,297.9600,6433905
2019-09-05 16:00:00,298.2900,297.7400,298.2200,297.8400,10859276
2019-09-05 15:30:00,298.2700,297.9300,297.9600,298.2250,3668491
2019-09-05 15:00:00,297.9600,297.6300,297.7100,297.9600,2468879
2019-09-05 14:30:00,297.9050,297.5900,297.7050,297.7050,3169683
2019-09-05 14:00:00,297.8900,297.6300,297.8600,297.7100,1868959
2019-09-05 13:30:00,297.9350,297.4700,297.8411,297.8612,3269002
2019-09-05 13:00:00,297.8800,297.6850,297.7300,297.8300,3428315
2019-09-05 12:30:00,298.1200,297.6200,297.8300,297.7200,4703638
2019-09-05 12:00:00,298.2200,297.8800,298.0500,297.9700,5961988
2019-09-05 11:30:00,298.2300,297.8200,298.0478,298.0578,6493218
2019-09-05 11:00:00,298.5000,297.9000,298.2000,298.0500,9019207
2019-09-05 10:30:00,298.8000,297.7750,297.8200,298.2200,10234133
2019-09-05 10:00:00,297.7800,296.6600,296.7900,297.5200,8742729
2019-09-04 16:00:00,294.0550,293.7400,293.7500,293.9600,8925500
2019-09-04 15:30:00,293.8900,293.5600,293.5600,293.7500,2699481
2019-09-04 15:00:00,293.6700,293.3700,293.3900,293.5600,1764326
2019-09-04 14:30:00,293.4000,293.0600,293.2000,293.4000,1578306
2019-09-04 14:00:00,293.5600,293.1500,293.5400,293.2000,1645029
2019-09-04 13:30:00,293.5700,293.3300,293.5200,293.5300,1378842
2019-09-04 13:00:00,293.5600,293.2500,293.2700,293.5300,2232466
2019-09-04 12:30:00,293.5000,293.2300,293.4400,293.2600,2596458
2019-09-04 12:00:00,293.5000,293.1900,293.2200,293.4500,2460459
2019-09-04 11:30:00,293.2100,292.7100,292.8600,293.2100,2583347
2019-09-04 11:00:00,292.8600,292.5200,292.7000,292.8500,1995494
2019-09-04 10:30:00,293.1100,292.3750,292.9508,292.7093,3708242
2019-09-04 10:00:00,293.2500,292.8500,293.1400,292.9500,8110519
2019-09-03 16:00:00,291.0100,290.4500,290.4800,290.7700,6897614
2019-09-03 15:30:00,290.5600,290.0350,290.1934,290.4750,3516813
2019-09-03 15:00:00,290.2200,289.8780,290.0000,290.1900,2505638
2019-09-03 14:30:00,290.1200,289.7200,289.7700,290.0000,1693033
2019-09-03 14:00:00,290.2050,289.6800,290.2000,289.7800,3125695
2019-09-03 13:30:00,290.5100,290.0400,290.2800,290.2000,2158920
2019-09-03 13:00:00,290.7500,290.2400,290.4900,290.2800,2437842
2019-09-03 12:30:00,290.7200,290.3800,290.6250,290.5000,1744294
2019-09-03 12:00:00,291.0000,290.3000,290.4200,290.6300,2677183
2019-09-03 11:30:00,291.1353,290.0743,290.8292,290.4392,4912630
2019-09-03 11:00:00,290.8500,289.8700,290.2500,290.8500,5051598
2019-09-03 10:30:00,291.6441,289.5471,291.1717,290.2616,11993945
2019-09-03 10:00:00,291.5000,290.3600,290.5700,291.3500,9179048
2019-08-30 16:00:00,293.0300,292.2350,292.3400,292.4800,11214219
2019-08-30 15:30:00,292.3500,291.7600,292.1657,292.3357,4091004
2019-08-30 15:00:00,292.7200,292.0200,292.6800,292.1500,2943855
2019-08-30 14:30:00,292.7900,292.3800,292.3800,292.6750,2684362
2019-08-30 14:00:00,292.5850,292.2070,292.3900,292.3900,9354984
2019-08-30 12:00:00,292.5900,292.0300,292.2100,292.3900,5600964
2019-08-30 11:30:00,293.1800,291.6100,293.0500,291.7800,3854886
2019-08-30 11:00:00,293.6600,293.0700,293.5900,293.0700,3636395
2019-08-30 10:30:00,293.6000,293.4500,292.6750,293.4500,9338339
2019-08-29 16:00:00,292.7200,292.2900,293.1300,292.5700,13478954
2019-08-29 14:30:00,293.1300,292.7050,292.9400,292.7750,2857299
2019-08-29 14:00:00,293.0200,292.5300,292.6500,292.9400,1634657
2019-08-29 13:30:00,292.8350,292.6400,292.7200,292.6500,2105480
2019-08-29 13:00:00,292.8850,292.5100,292.5700,292.7100,1960895
2019-08-29 12:30:00,292.7300,292.3800,292.5250,292.5600,2244962
2019-08-29 12:00:00,292.7500,292.1900,292.2000,292.5300,3168006
2019-08-29 11:30:00,292.2300,291.6350,291.7600,292.2050,2872053
2019-08-29 11:00:00,292.0800,290.6300,292.0200,291.7600,5957151
2019-08-29 10:30:00,292.6332,291.8325,292.3248,292.0148,3885330
2019-08-29 10:00:00,292.6200,291.6800,291.6900,292.3200,10996794
2019-08-28 16:00:00,288.9000,288.3100,288.5200,288.8400,7766151
2019-08-28 15:30:00,289.0700,288.5200,288.9400,288.5200,3762611
2019-08-28 15:00:00,288.9570,288.5200,288.5700,288.9500,3228528
2019-08-28 14:30:00,288.6000,288.4000,288.4900,288.5500,2159481
2019-08-28 14:00:00,288.6750,288.3000,288.4000,288.4800,1929685
2019-08-28 13:30:00,288.6500,288.0470,288.5121,288.4221,2502697
2019-08-28 13:00:00,288.7100,288.1750,288.3800,288.7000,2722765
2019-08-28 12:30:00,288.7500,288.3310,288.4950,288.3800,1703592
2019-08-28 12:00:00,288.7900,288.3800,288.5000,288.5000,4670903
2019-08-28 11:30:00,288.8499,287.7990,287.9247,288.5047,3733818
2019-08-28 11:00:00,288.2050,287.0700,287.0700,287.9200,3923300
2019-08-28 10:30:00,287.6050,286.9600,287.1400,287.0800,4604095
2019-08-28 10:00:00,287.1700,285.5100,286.1400,287.1400,10754585
2019-08-27 16:00:00,287.5900,286.8300,287.0800,286.8500,8185621
2019-08-27 15:30:00,288.1900,287.0400,287.6600,287.0800,4894974
2019-08-27 15:00:00,287.7600,286.7400,287.0100,287.6500,2850634
2019-08-27 14:30:00,287.6460,286.8300,287.4600,287.0135,3392910
2019-08-27 14:00:00,287.5400,286.6750,286.8600,287.4700,3292150
2019-08-27 13:30:00,286.8765,286.0300,286.2500,286.8501,2710983
2019-08-27 13:00:00,287.2900,286.1400,287.2500,286.2500,4077671
2019-08-27 12:30:00,287.5500,287.0700,287.4297,287.2547,3606588
2019-08-27 12:00:00,288.0700,287.4000,287.5200,287.4200,4447924
2019-08-27 11:30:00,288.5700,287.4700,288.3500,287.5300,8490742
2019-08-27 11:00:00,289.0000,288.3400,288.7300,288.3400,2932840
2019-08-27 10:30:00,289.3950,288.7500,289.3000,288.7500,4825923
2019-08-27 10:00:00,289.9100,289.1700,289.5000,289.3100,5559722
2019-08-26 16:00:00,287.9700,286.7100,287.0000,287.9700,8347930
2019-08-26 15:30:00,287.2900,286.7260,286.9200,286.9900,4184742
2019-08-26 15:00:00,286.9650,286.5500,286.5700,286.9200,6362654
2019-08-26 14:30:00,287.1600,286.4600,287.1300,286.5800,2245354
2019-08-26 14:00:00,287.3800,286.9700,287.3700,287.1300,1473907
2019-08-26 13:30:00,287.8300,287.2500,287.4700,287.3650,1884767
2019-08-26 13:00:00,287.7100,287.3600,287.6400,287.4700,2111652
2019-08-26 12:30:00,287.8450,286.8600,286.9100,287.6400,2768745
2019-08-26 12:00:00,287.1600,286.5600,286.9900,286.9200,3426573
2019-08-26 11:30:00,287.3600,286.4000,286.4200,286.9900,4926161
2019-08-26 11:00:00,286.5900,285.8200,286.1900,286.4400,5415320
2019-08-26 10:30:00,286.9000,285.7000,286.8656,286.1956,6034465
2019-08-26 10:00:00,287.4700,286.2700,287.2700,286.8800,12438777
2019-08-23 16:00:00,285.3700,283.4800,285.2300,284.8200,26633765
2019-08-23 15:30:00,286.1100,285.2000,285.8800,285.2250,6411785
2019-08-23 15:00:00,286.4200,285.4600,286.2200,285.8800,4613270
2019-08-23 14:30:00,286.4300,286.0700,286.4300,286.2200,3372754
2019-08-23 14:00:00,286.8000,285.8900,285.9400,286.5800,4652809
2019-08-23 13:30:00,286.9900,285.9200,286.8000,285.9400,6291750
2019-08-23 13:00:00,287.6000,286.5400,286.8500,286.8100,5760202
2019-08-23 12:30:00,287.5500,286.5800,286.7175,286.8675,7131840
2019-08-23 12:00:00,288.4100,286.6500,288.1500,286.7000,9464641
2019-08-23 11:30:00,292.3100,287.5700,291.8800,288.1200,20064306
2019-08-23 11:00:00,292.6000,291.3900,291.4900,291.7900,6788158
2019-08-23 10:30:00,291.8400,290.6800,290.9593,291.4693,11073513
2019-08-23 10:00:00,291.1200,290.2900,290.9200,290.8300,10101430
2019-08-22 16:00:00,293.2600,292.1600,292.4800,292.3200,6586945
2019-08-22 15:30:00,293.2045,292.4738,292.8759,292.5109,2149527
2019-08-22 15:00:00,292.9800,292.2900,292.3600,292.8600,2534761
2019-08-22 14:30:00,292.7600,292.3110,292.6100,292.3400,1676650
2019-08-22 14:00:00,292.8600,292.5500,292.6100,292.6000,2322563
2019-08-22 13:30:00,292.7300,292.0050,292.0150,292.6100,2223616
2019-08-22 13:00:00,292.3600,291.8400,291.9900,292.0200,2475950
2019-08-22 12:30:00,292.2385,291.4500,291.5000,291.9700,2453887
2019-08-22 12:00:00,291.9100,291.3000,291.3100,291.4900,2147348
2019-08-22 11:30:00,291.6800,290.5700,290.5800,291.3000,4212420
2019-08-22 11:00:00,292.1500,290.4200,292.1300,290.5800,7362462
2019-08-22 10:30:00,293.5000,292.0000,293.4700,292.1400,4368459
2019-08-22 10:00:00,293.9500,293.2000,293.3100,293.4700,5030345
2019-08-21 16:00:00,292.5400,292.2100,292.2500,292.4300,6303941
2019-08-21 15:30:00,292.3200,291.8500,291.9800,292.2500,2548854
2019-08-21 15:00:00,292.6500,291.8100,292.5800,292.0000,2322309
2019-08-21 14:30:00,292.9636,292.0027,292.3177,292.5826,4100760
2019-08-21 14:00:00,292.6000,292.3100,292.5500,292.3200,2081876
2019-08-21 13:30:00,292.6900,292.5100,292.5850,292.5435,1581867
2019-08-21 13:00:00,292.7000,292.3700,292.4600,292.5900,1970625
2019-08-21 12:30:00,292.7900,292.4100,292.7400,292.4600,1970943
2019-08-21 12:00:00,292.8500,292.4300,292.4900,292.7500,3220456
2019-08-21 11:30:00,292.6000,292.0500,292.2900,292.4900,3976919
2019-08-21 11:00:00,292.4400,291.9800,292.3200,292.3000,2702436
2019-08-21 10:30:00,292.6200,292.1000,292.5400,292.3300,3320701
2019-08-21 10:00:00,292.8800,292.1100,292.4800,292.5300,7798569
2019-08-20 16:00:00,290.9800,289.9700,290.9200,290.0600,9821370
2019-08-20 15:30:00,291.2419,290.6213,290.8476,290.9477,2461235
2019-08-20 15:00:00,291.0600,290.6300,290.7500,290.8600,1644852
2019-08-20 14:30:00,291.5400,290.6000,291.2500,290.7700,4927012
2019-08-20 14:00:00,291.6200,290.8300,291.5600,291.2500,2346690
2019-08-20 13:30:00,291.8500,291.4700,291.7700,291.5600,1158300
2019-08-20 13:00:00,291.8700,291.4000,291.8000,291.7800,1297714
2019-08-20 12:30:00,291.9750,291.5400,291.5400,291.8000,1579433
2019-08-20 12:00:00,291.9700,291.3800,291.8300,291.5100,1708740
2019-08-20 11:30:00,292.3600,291.6900,291.8250,291.8499,2722717
2019-08-20 11:00:00,291.8800,290.8400,291.2800,291.8200,2793133
2019-08-20 10:30:00,291.3600,290.5000,290.7000,291.2900,4346372
2019-08-20 10:00:00,291.9300,290.3700,291.7700,290.7000,5787018
2019-08-19 16:00:00,292.9300,292.2300,292.6100,292.3000,10746617
2019-08-19 15:30:00,292.7200,292.3700,292.6200,292.6050,3408915
2019-08-19 15:00:00,292.8800,292.4200,292.6100,292.6100,2255620
2019-08-19 14:30:00,292.6800,292.4100,292.6500,292.5950,2028902
2019-08-19 14:00:00,292.8800,292.5900,292.8500,292.6500,2038509
2019-08-19 13:30:00,293.0800,292.6400,292.6600,292.8550,2381692
2019-08-19 13:00:00,292.7200,292.1800,292.3500,292.6600,2318191
2019-08-19 12:30:00,292.4300,292.1700,292.3600,292.3400,1447853
2019-08-19 12:00:00,292.7300,292.2800,292.4700,292.3700,2483303
2019-08-19 11:30:00,292.5900,292.0800,292.0800,292.4800,2531383
2019-08-19 11:00:00,292.2600,291.7300,291.7900,292.0900,3201540
2019-08-19 10:30:00,292.3513,291.7107,292.0305,291.8005,4372586
2019-08-19 10:00:00,292.4800,291.7900,292.2000,292.0200,8085509
2019-08-16 16:00:00,289.3500,284.7300,288.5900,288.8600,15095472
2019-08-16 15:30:00,288.9400,288.4900,288.6500,288.5950,4872163
2019-08-16 15:00:00,288.7700,288.3700,288.6300,288.6500,3569040
2019-08-16 14:30:00,288.9000,288.5500,288.8800,288.6300,1751780
2019-08-16 14:00:00,289.0700,288.7200,289.0300,288.8700,3168000
2019-08-16 13:30:00,289.1100,288.6500,288.6700,289.0300,2390471
2019-08-16 13:00:00,288.8700,288.4400,288.5400,288.6700,3056495
2019-08-16 12:30:00,288.9905,288.4300,288.6558,288.5508,2241413
2019-08-16 12:00:00,288.9200,288.2600,288.4800,288.6500,3767711
2019-08-16 11:30:00,289.3175,288.4068,288.9707,288.4870,6011144
2019-08-16 11:00:00,289.0100,287.4400,287.5000,288.9700,7628673
2019-08-16 10:30:00,288.2700,286.7900,286.9100,287.4900,8125858
2019-08-16 10:00:00,287.3800,286.4800,286.4800,286.9200,7759028
2019-08-15 16:00:00,285.4500,284.3500,284.4300,284.6700,12648969
2019-08-15 15:30:00,285.1200,284.1700,284.1700,284.4400,4795487
2019-08-15 15:00:00,284.3500,283.5800,284.0800,284.1600,4647727
2019-08-15 14:30:00,284.4940,282.6724,282.6902,284.0752,7957058
2019-08-15 14:00:00,284.5400,282.4100,284.3000,282.6700,7152803
2019-08-15 13:30:00,285.0100,284.1700,284.5300,284.3100,3873806
2019-08-15 13:00:00,285.0700,284.2600,284.6500,284.5200,3458920
2019-08-15 12:30:00,285.4700,284.6300,284.9100,284.6599,4271302
2019-08-15 12:00:00,284.9800,284.1800,284.4300,284.9100,4295607
2019-08-15 11:30:00,284.9158,283.6146,284.6475,284.4375,5407977
2019-08-15 11:00:00,285.3600,284.1300,284.5100,284.6300,4434711
2019-08-15 10:30:00,285.6400,284.5200,285.1600,284.5200,6196362
2019-08-15 10:00:00,285.4700,283.3700,284.8800,285.1500,20536323
2019-08-14 16:00:00,284.8700,283.7900,284.6300,283.9300,26100621
2019-08-14 15:30:00,285.8753,284.0236,284.5502,284.6402,11550147
2019-08-14 15:00:00,285.2000,284.0200,284.9300,284.5500,6350812
2019-08-14 14:30:00,285.7100,284.8700,285.5200,284.9300,5035567
2019-08-14 14:00:00,286.0100,285.3200,285.3600,285.5200,4816616
2019-08-14 13:30:00,286.1550,284.1935,284.3856,285.3556,9529429
2019-08-14 13:00:00,285.7800,284.2400,285.2300,284.3800,6126240
2019-08-14 12:30:00,285.9818,285.1961,285.7075,285.2475,6170636
2019-08-14 12:00:00,286.5800,285.4300,286.1200,285.7000,4584046
2019-08-14 11:30:00,287.0300,285.6900,286.6000,286.1400,8298546
2019-08-14 11:00:00,288.0500,286.6000,287.9100,286.6100,5744978
2019-08-14 10:30:00,288.5928,287.4417,288.2992,287.9292,7880810
2019-08-14 10:00:00,288.7600,287.4000,288.0700,288.3100,17959177
2019-08-13 16:00:00,292.7400,292.1300,292.7200,292.4500,10444483
2019-08-13 15:30:00,293.2946,292.6940,292.8809,292.7309,4123081
2019-08-13 15:00:00,293.3500,292.8800,293.0600,292.8900,3650901
2019-08-13 14:30:00,293.1000,292.5600,292.6800,293.0600,2490205
2019-08-13 14:00:00,292.8200,292.4000,292.5700,292.6700,1711709
2019-08-13 13:30:00,293.4541,292.2729,292.6677,292.5877,5116366
2019-08-13 13:00:00,293.0600,292.3800,292.9800,292.6500,2328136
2019-08-13 12:30:00,293.7200,292.8000,292.9200,292.9600,3004096
2019-08-13 12:00:00,292.9600,291.5000,291.8300,292.8900,3915487
2019-08-13 11:30:00,293.2674,291.7760,292.3293,291.8493,6158094
2019-08-13 11:00:00,293.8900,292.3300,293.7700,292.3400,6497856
2019-08-13 10:30:00,294.4318,292.2797,292.9417,293.7918,11712837
2019-08-13 10:00:00,293.3600,287.3800,287.7400,292.9700,23021974
2019-08-12 15:30:00,287.9400,287.2665,287.3600,287.8600,4749568
2019-08-12 15:00:00,288.2200,287.0400,288.0000,287.3700,6088968
2019-08-12 14:30:00,288.7600,287.9300,288.4900,287.9900,5627057
2019-08-12 14:00:00,289.1700,288.3800,289.0700,288.4900,2824525
2019-08-12 13:30:00,289.6300,289.0600,289.2500,289.0700,1728046
2019-08-12 13:00:00,290.0500,289.0300,289.8000,289.2400,2343313
2019-08-12 12:30:00,290.1644,289.3636,289.5092,289.8092,2033612
2019-08-12 12:00:00,289.7600,288.7200,289.1400,289.5100,3231003
2019-08-12 11:30:00,290.1077,288.8665,289.8316,289.1516,5037621
2019-08-12 11:00:00,290.5300,289.4900,290.1600,289.8300,3614937
2019-08-12 10:30:00,290.8495,289.3681,289.4121,290.1721,5359852
2019-08-12 10:00:00,290.2900,289.1500,289.9600,289.4100,7963524
2019-08-09 16:00:00,292.9900,291.4400,292.4700,291.5900,14820216
2019-08-09 15:30:00,292.8900,291.8250,291.9350,292.4700,4562197
2019-08-09 15:00:00,292.4000,291.7300,292.1600,291.9400,3422580
2019-08-09 14:30:00,292.3100,291.7700,291.9700,292.1500,3272783
2019-08-09 14:00:00,292.5000,291.9500,291.9500,291.9800,5142023
2019-08-09 13:30:00,292.1100,291.0100,291.0800,291.9600,4796389
2019-08-09 13:00:00,292.0600,289.9000,289.9900,291.0900,7653133
2019-08-09 12:30:00,290.4000,289.7000,289.9200,289.9870,2917376
2019-08-09 12:00:00,290.6100,289.6700,289.8700,289.9300,5064333
2019-08-09 11:30:00,291.4900,289.8600,291.3500,289.8700,4595116
2019-08-09 11:00:00,291.5700,290.5000,291.0100,291.3400,6066181
2019-08-09 10:30:00,292.3765,291.0200,292.0000,291.0200,8121579
2019-08-09 10:00:00,293.2600,291.7800,292.5800,291.9900,9604226
2019-08-08 16:00:00,293.5800,292.4900,292.5300,293.5500,14597892
2019-08-08 15:30:00,292.9900,292.3200,292.6450,292.5100,3942488
2019-08-08 15:00:00,292.8700,292.1700,292.4100,292.6500,4257456
2019-08-08 14:30:00,292.9448,292.4192,292.6495,292.4194,3307334
2019-08-08 14:00:00,292.9200,292.2500,292.2500,292.6400,2209664
2019-08-08 13:30:00,293.0200,292.2300,292.8400,292.2500,3717873
2019-08-08 13:00:00,292.8800,292.4500,292.4700,292.8500,4883871
